,Id,PID,MS SubClass,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Mas Vnr Area,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Heating QC,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Fireplaces,Fireplace Qu,Garage Cars,Garage Area,Garage Qual,Garage Cond,Pool Area,Misc Val,SalePrice,Total Baths,totalsqft,is_remodelled,has_finished_garage,Detached Garage,Has Finished Basement,has_pool,has_fence,has_paved_drive,has_central_air,Lot Config_CulDSac,Lot Config_FR2,Lot Config_FR3,Lot Config_Inside,MS Zoning_C (all),MS Zoning_FV,MS Zoning_I (all),MS Zoning_RH,MS Zoning_RL,MS Zoning_RM,Misc Feature_Gar2,Misc Feature_Othr,Misc Feature_Shed,Misc Feature_TenC,House Style_1.5Unf,House Style_1Story,House Style_2.5Fin,House Style_2.5Unf,House Style_2Story,House Style_SFoyer,House Style_SLvl,Bldg Type_2fmCon,Bldg Type_Duplex,Bldg Type_Twnhs,Bldg Type_TwnhsE,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_Greens,Neighborhood_GrnHill,Neighborhood_IDOTRR,Neighborhood_Landmrk,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,age,age_cat
1190,1324,902406020,20,65.0,9750,5,6,164.0,3,3,3.0,3.0,4,2,1,2,5,0,0.0,1.0,308.0,3.0,3.0,0,0,110000,2.0,1968.0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,63,6.0
1191,1986,902205130,30,50.0,6000,4,4,0.0,3,3,3.0,3.0,4,2,1,2,5,0,0.0,1.0,308.0,3.0,3.0,0,0,108500,1.0,2088.0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,102,10.0
1192,307,911204090,20,66.0,8712,5,5,0.0,2,3,3.0,3.0,3,2,1,2,4,0,0.0,2.0,504.0,3.0,3.0,0,54,55993,1.0,1584.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,7.0
1193,180,902206220,50,69.0,11851,5,7,0.0,3,4,3.0,3.0,5,3,1,4,7,1,4.0,1.0,240.0,3.0,3.0,0,0,129000,1.0,2886.0,1,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,74,7.0
1194,2896,916402125,20,54.0,13811,6,6,72.0,3,3,4.0,4.0,4,2,1,4,5,1,3.0,2.0,551.0,3.0,3.0,0,0,176000,3.0,2374.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,4.0
1195,668,535402090,20,83.0,10143,6,7,295.0,3,3,3.0,3.0,2,3,1,3,6,0,0.0,1.0,364.0,3.0,3.0,0,0,154000,2.0,2976.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,59,6.0
1196,1582,916402215,20,93.0,18265,6,5,228.0,4,4,4.0,4.0,5,3,1,4,6,1,2.0,2.0,578.0,3.0,3.0,0,0,180000,2.0,2794.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,4.0
1197,2285,923225050,120,44.0,4224,5,5,0.0,3,3,4.0,3.0,3,3,1,3,6,1,1.0,2.0,528.0,3.0,3.0,0,0,134000,3.0,2910.0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,5.0
1198,2079,905426010,20,84.0,12615,6,7,0.0,3,3,3.0,4.0,3,4,1,4,7,1,4.0,2.0,576.0,3.0,3.0,0,0,243000,3.0,3428.0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,7.0
1199,2272,916475020,20,85.0,14536,8,5,236.0,4,3,4.0,3.0,5,3,1,4,9,1,4.0,3.0,808.0,3.0,3.0,0,0,270000,3.0,3497.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,20,2.0
1200,2250,914452190,20,71.0,9187,6,5,0.0,3,4,3.0,3.0,3,3,1,3,5,0,0.0,2.0,484.0,3.0,3.0,0,0,134000,2.0,2442.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,4.0
1201,502,528365070,60,90.0,9900,7,5,256.0,4,3,4.0,3.0,5,4,1,4,9,1,3.0,3.0,656.0,3.0,3.0,0,0,260000,4.0,4537.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,29,3.0
1202,2166,907420060,60,64.0,8333,7,5,0.0,4,3,4.0,3.0,4,3,1,4,7,1,4.0,2.0,484.0,3.0,3.0,0,0,168675,3.0,2359.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2.0
1203,1622,527158090,80,0.0,10147,6,5,32.0,3,3,4.0,3.0,4,3,1,3,7,1,3.0,2.0,398.0,3.0,3.0,0,0,160000,3.0,2406.0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3.0
1204,1299,902136110,50,44.0,5914,5,9,0.0,3,3,2.0,3.0,4,3,1,4,5,0,0.0,0.0,0.0,,,0,0,95000,1.0,1959.0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,132,13.0
1205,832,906392130,60,79.0,11646,6,5,0.0,4,3,4.0,3.0,5,3,1,4,7,1,4.0,2.0,440.0,3.0,3.0,0,0,173000,3.0,2190.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.0
1206,2470,528488130,20,60.0,7200,7,5,0.0,4,3,4.0,4.0,5,2,1,4,5,1,4.0,2.0,572.0,3.0,3.0,0,0,187750,3.0,2931.0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,2.0
1207,1017,527301170,60,46.0,20544,7,6,123.0,3,4,4.0,3.0,4,3,1,3,7,1,3.0,2.0,542.0,3.0,3.0,0,0,215000,3.0,3311.0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,36,4.0
1208,1384,905107380,20,0.0,9981,5,5,340.0,3,3,3.0,3.0,4,3,1,3,6,0,0.0,1.0,270.0,3.0,3.0,0,0,120000,1.0,2236.0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,55,6.0
1209,1790,528439080,20,70.0,8251,7,5,143.0,4,3,4.0,4.0,5,3,1,4,7,1,4.0,2.0,672.0,3.0,3.0,0,0,249000,3.0,3227.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,17,2.0
1210,2530,534175100,20,78.0,10140,7,6,264.0,3,3,3.0,3.0,4,3,1,3,7,0,0.0,2.0,477.0,3.0,3.0,0,0,164500,3.0,2987.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,6.0
1211,2893,916252170,120,0.0,8239,7,5,0.0,4,3,0.0,0.0,4,2,1,4,5,0,0.0,1.0,312.0,3.0,3.0,0,0,230000,2.0,1295.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4.0
1212,2027,903426010,70,0.0,5700,7,6,0.0,3,3,3.0,3.0,4,3,1,4,6,1,4.0,2.0,456.0,3.0,3.0,0,0,140000,3.0,2086.0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,9.0
1213,683,535452140,20,60.0,7200,5,7,0.0,3,4,3.0,4.0,3,2,1,3,4,0,0.0,1.0,240.0,3.0,3.0,0,0,118900,2.0,1532.0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,7.0
1214,823,906378110,20,71.0,9178,8,5,0.0,4,3,4.0,3.0,5,3,1,4,6,1,4.0,3.0,904.0,3.0,3.0,0,0,239900,2.0,3270.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1.0
1215,2374,527452070,120,53.0,4043,6,5,0.0,3,3,4.0,3.0,4,2,1,3,4,1,1.0,2.0,440.0,3.0,3.0,0,0,146300,3.0,2418.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,47,5.0
1216,1594,923225080,120,0.0,4224,5,6,0.0,3,3,4.0,3.0,4,3,1,3,6,0,0.0,2.0,499.0,3.0,3.0,0,0,124000,1.0,2180.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5.0
1217,2049,905100060,190,75.0,11235,5,5,0.0,3,3,4.0,3.0,3,3,1,3,6,0,0.0,1.0,308.0,3.0,3.0,0,0,130000,2.0,2140.0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,59,6.0
1218,1813,531385070,20,65.0,8450,7,5,108.0,3,3,4.0,3.0,5,3,1,3,6,0,0.0,2.0,539.0,3.0,3.0,0,0,179000,2.0,2873.0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,22,2.0
1219,365,527180100,20,99.0,11851,7,5,0.0,3,3,4.0,3.0,5,3,1,3,5,0,0.0,2.0,500.0,3.0,3.0,0,0,180500,2.0,3408.0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3.0
1220,176,902125160,30,47.0,4608,4,6,0.0,3,4,3.0,3.0,3,2,1,3,4,0,0.0,1.0,220.0,3.0,3.0,0,0,80000,1.0,1494.0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77,8.0
1221,510,528435030,20,78.0,9262,8,5,194.0,4,3,4.0,3.0,5,3,1,5,7,1,4.0,3.0,840.0,3.0,3.0,0,0,287090,2.0,3187.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,14,1.0
1222,1326,902427045,20,70.0,12702,5,5,0.0,3,3,0.0,0.0,4,2,1,3,4,0,0.0,1.0,308.0,3.0,3.0,0,0,97000,1.0,927.0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,66,7.0
1223,2423,528228360,120,0.0,2938,7,5,40.0,4,3,4.0,3.0,5,2,1,4,5,1,3.0,2.0,398.0,3.0,3.0,0,0,246990,3.0,3039.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.0
1224,1631,527175130,20,160.0,18160,6,6,138.0,3,3,3.0,3.0,2,3,1,3,6,1,3.0,2.0,480.0,3.0,3.0,0,0,154204,2.0,2784.0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,6.0
1225,1263,535425060,20,76.0,11355,7,7,125.0,3,3,3.0,3.0,5,3,1,3,6,1,4.0,2.0,495.0,3.0,3.0,0,6500,186000,2.0,3072.0,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,64,6.0
1226,1046,527451550,160,21.0,1680,5,5,356.0,3,3,3.0,3.0,3,3,1,3,6,0,0.0,1.0,264.0,3.0,3.0,0,0,111750,3.0,1932.0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,5.0
1227,47,528176010,20,110.0,14300,9,5,1095.0,5,3,5.0,3.0,5,3,1,5,10,2,4.0,3.0,958.0,3.0,3.0,0,0,500000,4.0,5912.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,19,2.0
1228,1424,906378190,60,65.0,10616,7,5,0.0,4,3,4.0,3.0,5,3,1,4,6,1,4.0,2.0,484.0,3.0,3.0,0,0,177439,3.0,2108.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2.0
1229,429,528108070,60,96.0,11308,9,5,154.0,5,3,5.0,3.0,5,3,1,5,10,1,4.0,3.0,836.0,3.0,3.0,0,0,335000,4.0,3390.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14,1.0
1230,1031,527359070,60,80.0,10480,7,6,660.0,3,3,3.0,3.0,3,4,1,3,8,1,4.0,2.0,483.0,3.0,3.0,0,0,205000,3.0,2836.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,46,5.0
1231,1635,527184110,120,35.0,5118,8,5,0.0,4,3,4.0,3.0,4,1,1,4,4,1,3.0,2.0,484.0,3.0,3.0,0,0,212000,2.0,2837.0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,32,3.0
1232,309,911370510,120,44.0,3811,8,5,186.0,4,3,5.0,3.0,5,2,1,4,5,1,4.0,2.0,525.0,3.0,3.0,0,0,246000,4.0,3576.0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,2.0
1233,1020,527302070,20,0.0,10825,7,7,174.0,4,3,4.0,3.0,3,3,1,3,6,0,0.0,2.0,598.0,3.0,3.0,0,0,181900,3.0,2672.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,39,4.0
1234,178,902206040,50,50.0,5500,5,7,0.0,3,3,3.0,3.0,3,3,1,3,6,0,0.0,2.0,484.0,3.0,3.0,0,0,130000,2.0,2242.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,93,9.0
1235,1975,902105110,70,60.0,9600,5,7,0.0,3,4,2.0,2.0,5,2,1,3,7,0,0.0,2.0,360.0,3.0,4.0,0,0,132000,2.0,2078.0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112,11.0
1236,2096,906223040,60,75.0,9317,7,5,0.0,4,4,4.0,4.0,5,3,1,4,7,1,3.0,2.0,499.0,3.0,3.0,0,0,220000,4.0,3032.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,28,3.0
1237,865,907252210,20,0.0,11838,8,5,0.0,4,3,4.0,3.0,5,3,1,5,7,1,3.0,2.0,522.0,3.0,3.0,0,0,236500,2.0,3894.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,2.0
1238,385,527365030,60,75.0,8004,8,5,110.0,4,3,4.0,3.0,5,3,1,3,8,0,0.0,2.0,552.0,3.0,3.0,0,0,263435,4.0,2917.0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,13,1.0
1239,1362,903454100,50,60.0,6876,6,6,0.0,3,3,3.0,3.0,3,4,1,3,9,1,4.0,2.0,400.0,3.0,3.0,0,0,141000,2.0,3275.0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,8.0
1240,1091,528250030,60,0.0,8396,7,5,196.0,4,3,4.0,3.0,5,4,1,4,9,1,4.0,2.0,434.0,3.0,3.0,0,0,213000,3.0,3001.0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,2.0
1241,317,916386020,20,73.0,9803,7,5,0.0,4,3,4.0,3.0,5,2,1,4,6,0,0.0,2.0,520.0,3.0,3.0,0,0,179781,2.0,2453.0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,1.0
1242,1076,528186160,120,48.0,6240,8,5,176.0,4,3,4.0,3.0,5,2,1,4,6,1,4.0,2.0,550.0,3.0,3.0,0,0,234250,3.0,2719.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,2.0
1243,1573,916325080,20,0.0,15498,8,6,0.0,4,3,4.0,3.0,3,2,1,4,10,1,4.0,2.0,665.0,3.0,3.0,0,0,287000,3.0,4709.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,5.0
1244,485,528275160,60,0.0,12891,8,5,0.0,4,3,5.0,3.0,5,4,1,4,8,1,4.0,3.0,644.0,3.0,3.0,0,0,257500,4.0,2922.0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2.0
1245,2021,903234160,30,60.0,6180,6,5,0.0,3,3,3.0,3.0,3,2,1,3,5,1,4.0,1.0,180.0,3.0,3.0,0,0,102000,1.0,2074.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,10.0
1246,2032,903451110,45,57.0,7449,7,7,0.0,3,3,3.0,3.0,5,3,1,4,6,1,4.0,1.0,280.0,3.0,3.0,0,0,139400,1.0,1950.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,9.0
1247,2604,535381060,50,60.0,10410,3,4,0.0,3,3,3.0,3.0,3,3,1,3,6,0,0.0,3.0,936.0,3.0,3.0,0,0,105000,1.0,2262.0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,107,11.0
1248,1615,526355190,20,95.0,15865,8,6,0.0,4,4,3.0,4.0,5,4,1,4,8,1,3.0,2.0,621.0,3.0,3.0,0,0,268000,3.0,4946.0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,5.0
1249,2736,905426150,80,0.0,19690,6,7,0.0,4,4,4.0,3.0,3,4,1,4,8,1,4.0,2.0,432.0,4.0,4.0,738,0,274970,2.0,3720.0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,6.0
1250,473,528228455,120,43.0,3182,7,5,16.0,4,3,4.0,3.0,5,2,1,4,5,1,4.0,2.0,397.0,3.0,3.0,0,0,180000,2.0,2556.0,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,2.0
